Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,Type,Label,Narrative
0.47685,0.1344,0.69953,6.2049,173.18,0.0,0.47685,6.4405,1.5997,0.8656,0.47693,3.548,0.31409,0.47685,97.631,3.7386,7.4405,0.47685,0.29808,35.142,0.75193,0.4712,0.29808,1.9211,0.64735,3.7386,6084.2,4.2124,3.4228,-0.12783,0.29813,42.511,8.586,8.586,0.4458,1.5997,105.08536259698622,0.8656,0.27867,2.5418,0.0090175,0.29455,112.33,77.185,3.096,5.0589,48.718,0.44559,0.27854,6.2049,0.1344,0.11647,5.2124,5.2124,1851.7,0.27867,0.55089,0.70806,0.0,10.386,4.7289,30.665,11.903,9.6331,test,0,Attr27
-0.26519,1.8941,-1.035,0.44727,-242.2,-1.0581,-0.26519,-0.47204,2.0645,-0.89407,-0.26519,-0.14163,-0.12845,-0.26519,-2606.9,-0.14001,0.52796,-0.26519,-0.12845,94.917,3.88499717247538,-0.13874,-0.12845,-0.26519,-1.244,-0.14001,-1.062,-6.3716,4.1706,0.91315,-0.067007,338.76,1.2552,1.2409,-0.14758,2.2157,105.08536259698622,-0.89407,-0.071487,0.009771,-0.45507,-0.067203,144.84,49.918,-0.49396,0.29648,83.374,-0.13874,-0.067203,0.44217,1.8725,0.79669,-5.5042,-5.5042,-15330.0,0.022761,0.29661,0.97293,0.0,3.8454,7.3121,331.05,1.1025,12.709,test,1,Attr26. Attr27. Attr34
0.2257,0.22914,0.50056,3.3537,66.5,0.69453,0.28152,3.1641,1.1592,0.725,0.28152,1.3237,0.18295,0.28152,238.0,1.5336,4.3642,0.28152,0.14657,38.7,1.0535,0.27282,0.1175,0.85566,0.725,1.29,1.6465,1.7455,4.1641,0.032871,0.14657,46.847,7.7914,1.1906,0.27282,1.9426,30.944,0.74147,0.14204,0.7981,0.021982,0.14204,103.28,64.58,1.1082,2.3961,44.861,0.20294,0.10565,3.1127,0.21267,0.12835,2.5282,2.5856,7304.5,0.13734,0.31131,0.86266,0.022714,9.4316,5.6519,40.413,9.0317,6.6979,test,0,Attr26. Attr27. Attr34
0.06139,0.44917,0.47826,2.0695,36.474,0.0,0.084378,1.2263,4.0657,0.55083,0.084391,0.18869,0.023808,0.084378,1693.7,0.2155,2.2263,0.084378,0.020754,3.7154,3.88499717247538,0.081124,0.0151,0.084378,0.4902,0.16432,6506.4,6.4142,3.3356,0.040685,0.020754,40.888,8.9268,8.8874,0.073735,4.0657,105.08536259698622,0.55083,0.018136,0.70986,0.16006,0.019953,54.584,50.869,1.4834,1.9769,3.7841,0.068706,0.016899,2.0603,0.44718,0.11202,7.3875,7.3875,1035.7,0.018136,0.11145,0.97935,0.0,98.239,7.1753,40.146,9.0917,54.527,test,0,Attr27
0.14643,0.91026,0.019073,1.021,-14.762,-0.37427,0.14901,0.098592,2.3607,0.089744,0.20905,0.1639,0.072848,0.14901,1932.0,0.18892,1.0986,0.14901,0.063123,16.342,0.67233,0.20548,0.062028,-0.040505,-0.22785,0.18608,3.4222,0.26585,3.4981,0.32617,0.088487,152.19,2.3983,2.3955,0.18015,2.3607,766.96,0.090816,0.076314,0.15632,0.13283,0.087042,121.55,105.21,1.3854,0.90473,17.692,0.18252,0.077317,1.0198,0.90918,0.41696,1.2509,1.2659,60.056,0.076314,1.6316,0.93942,0.011951,22.335,3.4693,140.58,2.5965,32.904,test,0,Attr26. Attr27. Attr34
0.0,0.41594,0.37466,3.0767,189.45,0.30823,0.088567,1.4042,0.70844,0.58406,0.10543,0.49092,0.12502,0.088567,1714.2,0.21293,2.4042,0.088567,0.12502,64.38,1.2366,0.092209,0.0,0.52752,0.52974,0.0,5.4668,0.84207,5.015,0.16373,0.12502,144.2,2.5357,1.0998,0.091223,0.70844,1.8261,0.81959,0.12877,1.7123,0.15036,0.13016,126.82,62.444,0.0,2.3841,99.7,0.092209,0.13016,1.3345,0.18041,0.39436,1.3127,1.8421,38783.0,0.3554,0.0,0.66955,0.40327,5.6694,5.8452,92.95,3.9269,1.5922,test,1,Attr26. Attr27. Attr34
0.021711,0.67433,-0.053895,0.8617,-28.02,0.016982,0.021671,0.48294,2.2549,0.32567,0.044395,0.05561,0.026651,0.021671,4095.7,0.089119,1.4829,0.021671,0.0096106,17.636,0.96584,0.044392,0.0096284,0.043431,0.094095,0.089178,1.9535,-0.081143,4.8245,0.29777,0.018787,64.922,5.696,3.2917,0.063965,2.2549,0.9484,0.56486,0.028367,0.025185,0.27142,0.019687,52.767,35.132,0.19927,0.58212,17.915,0.0059671,0.0026463,0.49798,0.3897,0.17556,0.49031,0.85044,-3597.8,0.028367,0.066667,0.99448,0.73448,20.696,10.39,63.08,5.7863,3.3949,test,1,Attr26. Attr27. Attr34
0.1329,0.80455,0.33859,1.831,21.923,0.0,0.1329,0.24294,1.6561,0.19545,0.13714,0.32616,0.097102,0.1329,1826.1,0.19988,1.2429,0.1329,0.080247,53.775,0.88749,0.1347,0.080247,0.43611,0.19544,0.19988,31.761,1.3334,4.6146,0.43811,0.080402,97.12,3.7582,1.9034,0.12475,1.6561,1.2921,0.58403,0.075328,0.20133,0.16492,0.081336,146.35,92.574,0.54468,1.2322,58.156,0.10679,0.064481,0.9273,0.40747,0.26608,0.76968,2.2999,13942.0,0.075328,0.67995,0.92047,1.9881,6.7875,3.9428,89.804,4.0644,6.5216,test,0,Attr26. Attr27. Attr34
0.0088319,0.7947,-0.26646,0.6308,-122.23,-0.21113,0.024996,0.25834,1.3654,0.2053,0.059823,0.034634,0.040762,0.024996,5211.6,0.070036,1.2583,0.024996,0.018306,38.733,1.8025,0.056324,0.0064681,-0.033056,-0.11281,0.049696,1.6172,-0.48914,3.7782,0.46517,0.037344,209.85,1.8405,1.6714,0.11015,1.3881,4.2543,0.27825,0.080669,0.26157,0.30453,0.04125,71.233,32.5,0.060952,0.46234,42.132,0.025662,0.018794,0.57287,0.72171,0.57494,0.37687,0.5108,-1599.0,0.080669,0.043019,0.9569,0.35535,9.4235,11.231,192.92,1.8919,2.5066,test,1,Attr26. Attr27. Attr34
0.018959,0.18705,0.31457,2.6818,32.691,0.10995,0.028166,4.1887,1.0168,0.78348,0.028166,0.15058,0.048968,0.028166,777.31,0.46957,5.3463,0.028166,0.015703,31.831,1.1533,0.027308,0.01057,0.15494,0.78348,0.42035,0.15481,0.63118,4.8577,0.044378,0.015703,38.704,9.4306,0.14599,0.027308,1.8027,105.08536259698622,0.78348,0.015225,0.59253,0.070705,0.015225,79.523,47.691,0.1212,1.8455,32.368,-0.032358,-0.01804,2.6818,0.18705,0.10604,1.572,1.572,22669.0,0.016563,0.024198,0.98344,0.0,11.467,7.6534,38.063,9.5894,3.5989,test,0,Attr26. Attr27. Attr34
0.018146,0.84725,-0.056149,0.93196,-68.389,0.0,0.023025,0.18029,1.6646,0.15275,0.050455,0.027901,0.03223,0.023025,5764.1,0.063323,1.1803,0.023025,0.013832,50.807,1.306,0.039729,0.010901,0.041616,0.1205,0.057565,1.4484,-0.24318,3.5707,0.50741,0.03031,185.34,1.9694,1.9182,0.039386,1.6646,25.163,0.1741,0.023661,0.02142,0.40142,0.023867,164.76,113.96,0.078315,0.65119,52.038,0.009103,0.005469,0.90776,0.82525,0.50778,0.66153,0.75402,-208.93,0.023661,0.1188,0.98632,0.13981,7.184,3.2029,180.95,2.0171,7.2092,test,0,Attr26. Attr27. Attr34
0.12121,0.26032,0.45325,3.233,39.534,0.0,0.14473,2.8415,3.8734,0.73968,0.16067,0.71302,0.043973,0.14473,557.85,0.65429,3.8415,0.14473,0.037364,4.1835,1.0839,0.15997,0.031293,0.2103,0.72706,0.56395,10.031,1.3184,3.6012,0.060691,0.039095,19.806,18.429,14.369,0.1328,3.8734,42.113,0.75421,0.034285,0.12868,0.046761,0.041299,59.376,55.193,2.7303,3.0143,4.332,0.13437,0.034691,2.5209,0.20298,0.054264,2.1516,2.1939,1809.5,0.034285,0.16387,0.96292,0.019641,87.248,6.6132,19.127,19.083,11.267,test,0,Attr26. Attr27. Attr34
-0.19184,2.8046,-1.4063,0.19151,-493.66,-2.9254,-0.19184,-0.64344,0.89953,-1.8046,-0.10239,-0.11029,-0.21271,-0.19184,-5350.1,-0.068223,0.35656,-0.19184,-0.21326,0.0,0.26412,-0.12373,-0.21326,-0.73501,-2.135,-0.068223,-1.3833,-2.1081,3.1052,3.0797,-0.11383,631.41,0.59081,0.36642,-0.10576,0.92505,0.31789,-0.75667,-0.11757,0.020993,-0.75865,-0.13755,120.35,120.35,14.825015691469536,0.020993,0.0,-0.12423,-0.13811,0.11877,1.7394,1.7299,-2.7052,-1.1343,-1791.6,-0.1178,0.10631,1.1109,-0.58069,448.0858225108453,3.0329,705.79,0.51715,1.3485,test,1,Attr26. Attr27. Attr34
0.021593,0.52147,0.094975,1.3706,-65.813,0.021593,0.024309,0.67209,0.95569,0.35047,0.024309,0.094863,0.10195,0.024309,1871.4,0.19505,1.9177,0.024309,0.024365,95.613,0.33916,0.060211,0.021643,0.024309,0.35047,0.18984,1107.8963143091858,0.14639,4.195,0.51926,0.024365,89.594,4.0739,0.11546,0.060211,1.115,0.33889,0.61569,0.060351,0.053608,0.12458,0.060351,123.47,27.857,0.082623,0.35075,91.376,-0.01719,-0.01723,0.67353,0.25625,0.24546,0.5402,0.949,1488.2,-0.046368,0.061612,1.0464,0.75675,3.8175,13.103,93.749,3.8934,1.5378,test,1,Attr27
0.0059073,0.92362,-0.073782,0.9064,-240.17,0.0059073,0.0085279,0.081499,1.0234,0.075273,0.0085279,0.010819,0.026822,0.0085279,15628.0,0.023355,1.0827,0.0085279,0.010604,200.51,0.55483,0.018558,0.0073453,0.0085279,0.075273,0.020518,1107.8963143091858,-0.25838,4.2638,0.94011,0.010604,366.1,0.99699,0.020093,0.018558,0.80735,2.0139,0.21066,0.023075,0.21257,0.96089,0.023075,248.21,47.702,0.013371,0.34591,205.19,0.0055146,0.0068569,0.77353,0.78823,1.003,0.26361,0.73773,-1354.5,0.022841,0.078478,0.97716,1.7986,1.8204,7.6516,357.74,1.0203,2.8164,test,1,Attr27
-0.063118,0.22214,0.046678,1.7863,-19.979,-0.1463,-0.063118,3.5009,0.13055,0.77767,-0.063118,-1.0633,-0.44958,-0.063118,-1381.5,-0.26421,4.5017,-0.063118,-0.48349,164.93,0.77991,-0.099145,-0.48349,-0.032543,0.7657,-0.26421,1107.8963143091858,0.052216,3.7156,1.6604,-0.48349,95.632,3.8778,1.0363,-0.096096,0.16715,0.28886,0.94055,-0.73611,0.094299,-0.078175,-0.75946,280.83,115.9,-1.07,1.088,93.536,-0.10357,-0.79338,0.47736,0.059361,0.25788,0.86994,1.0521,242.49,-0.7355,-0.081163,1.3771,0.20944,2.2131,3.1494,165.97,2.1992,0.14604,test,1,Attr27
0.13292,0.172,0.73038,6.6712,21.561,0.44273,0.16576,4.814,1.3201,0.828,0.18866,1.2871,0.12913,0.16576,368.3,0.99105,5.814,0.16576,0.12557,181.93,3.88499717247538,0.18759,0.10069,0.16576,0.68993,0.80009,8.1911,5.1862,2.8376,0.11415,0.13086,40.052,9.1132,6.8236,0.14645,1.3201,105.08536259698622,0.828,0.11094,0.1839,0.029817,0.1421,231.01,49.073,0.202,1.562,204.63,0.18289,0.13854,4.9952,0.12879,0.10973,5.8793,5.8793,502.53,0.11094,0.16053,0.87863,0.0,2.0062,7.4379,35.609,10.25,9.3736,test,0,Attr26. Attr27. Attr34
-0.12039,0.97317,-0.066972,0.9235,-140.68,-0.034572,-0.12069,0.02754,1.3218,0.026801,-0.084368,-0.13787,-0.045035,-0.12069,-5967.3,-0.061167,1.0276,-0.12069,-0.091314,124.17,0.76026,-0.0878,-0.091086,-0.1471,-0.02192,-0.060857,-2.4169,-0.34971,3.682,0.71605,-0.070282,232.42,1.6187,1.4561,-0.053043,1.3326,3.7229,0.12317,-0.040131,0.045617,-1.2181,-0.066426,212.22,88.048,-0.26774,0.55928,115.83,-0.14897,-0.1127,0.83073,0.87542,0.61779,0.13995,0.64318,-322.0,-0.040126,-4.4921,1.0633,3.5958,2.9394,4.1455,241.74,1.5099,6.9019,test,1,Attr26. Attr27. Attr34
0.020723,0.66998,0.2968,1.444,80.814,0.11795,0.023038,0.49257,1.2908,0.33002,0.024091,0.034468,0.022074,0.023038,8583.0,0.042526,1.4926,0.023038,0.017849,3.7444,3.88499717247538,0.02367,0.016055,0.023038,0.13867,0.03907,22.491,8.5272,2.7182,0.51039,0.018664,192.54,1.8957,1.8912,0.023689,1.2912,105.08536259698622,0.33002,0.018353,0.017263,0.76684,0.018338,269.68,265.93,1.565,0.037073,3.8143,0.018216,0.014113,1.4406,0.6684,0.52751,9.4816,9.4816,155.11,0.018353,0.062794,0.98133,0.0,97.48,1.3725,189.01,1.9311,37.084,test,1,Attr26. Attr27. Attr34
-0.044586,0.67531,0.048843,1.0866,-124.89,0.0,-0.044586,0.4808,0.92976,0.32469,-0.024311,-0.079095,-0.047955,-0.044586,-5528.4,-0.066023,1.4808,-0.044586,-0.047955,160.08,3.88499717247538,-0.024335,-0.047955,-0.04011,0.28866,-0.066023,-1.2002,0.12606,4.2477,0.64806,-0.029698,247.49,1.8473,1.542,-0.10826,1.017,3.2905,0.38692,-0.11644,0.13323,-0.92503,-0.026173,210.99,50.908,-0.10934,0.36327,142.93,0.0,0.0,0.90705,0.5637,0.67806,0.838,0.99862,863.95,0.10585,-0.13732,1.0438,0.19167,2.2801,7.1698,221.3,1.6494,2.3997,test,1,Attr26. Attr27. Attr34
0.1045,0.45554,0.050292,1.1557,-10.535,0.0,0.1045,1.1952,1.6372,0.54446,0.12853,0.3235,0.13931,0.1045,728.99,0.5007,2.1952,0.1045,0.063828,19.599,1.1193,0.1283,0.063828,0.50801,0.51302,0.5007,5.3393,0.080252,4.1046,0.27773,0.076726,77.496,4.7099,3.3399,0.11574,1.6372,4.0673,0.61463,0.070696,0.01276,0.060283,0.078368,82.31,62.711,1.1887,0.88354,21.09,0.0047176,0.0028815,0.81952,0.32303,0.21232,0.86881,0.98078,639.9,0.070696,0.19193,0.93694,0.12889,18.623,5.8204,72.017,5.0682,2.6125,test,0,Attr26. Attr27. Attr34
0.10599,0.38186,0.42857,2.2599,-16.619,0.0,0.13488,1.6187,1.8953,0.61814,0.16065,0.39651,0.095065,0.13488,773.56,0.47184,2.6187,0.13488,0.071165,81.948,1.2023,0.15357,0.05592,0.25067,0.46443,0.39618,5.9601,1.8532,4.2447,0.11535,0.072829,71.272,5.1212,4.562,0.15326,1.8953,105.08536259698622,0.61814,0.080863,0.71907,0.064006,0.081025,100.94,18.988,0.24907,1.0089,89.158,0.10827,0.057125,2.0131,0.34017,0.19527,2.6729,2.6729,7528.4,0.080863,0.17146,0.92935,0.0,4.454,19.223,65.509,5.5718,8.1955,test,0,Attr26. Attr27. Attr34
0.013633,0.17347,0.15721,2.1883,23.027,0.055391,0.020605,4.3558,1.0929,0.75559,0.020605,0.15575,0.12292,0.020605,1285.9,0.28385,5.7647,0.020605,0.051437,109.94,0.80787,0.03249,0.034034,0.10153,0.75559,0.24366,0.88645,0.22127,4.6678,0.38139,0.051437,131.75,2.7704,0.1873,0.03249,0.43001,4.1012,0.79676,0.081106,0.2693,0.093303,0.081106,231.33,121.39,0.11299,1.2763,120.16,0.0038556,0.0096248,1.6689,0.1323,0.36096,1.0635,1.1214,7315.5,0.085044,0.018043,0.91496,0.054488,3.32,3.0069,120.55,3.0279,0.56382,test,0,Attr26. Attr27. Attr34
0.045901,0.62156,0.37844,1.6088,20.015,-0.29943,0.045901,0.60885,2.3077,0.37844,0.04846,0.073848,0.019891,0.045901,4942.6,0.073848,1.6088,0.045901,0.019891,38.886,3.88499717247538,0.046149,0.019891,0.045901,-0.25353,0.073848,18.032,6.003207802161295,2.0833,0.15372,0.019891,95.493,3.8366,3.8366,-0.068026,2.4331,105.08536259698622,0.37844,-0.029478,0.42927,0.44896,0.019998,115.96,77.079,0.1867,0.82481,37.63,0.046149,0.019998,1.6088,0.62156,0.26065,23.772623486450897,24.654700212831685,45.84,-0.029514,0.12129,0.98012,0.0,9.3865,4.7354,98.311,3.7127,72.78859200071864,test,1,Attr26. Attr27. Attr34
-0.19987,1.0992,-0.45631,0.4518,-133.16,-0.043902,-0.19987,-0.090298,1.4586,-0.099258,-0.081883,-0.24012,-0.11568,-0.19987,-2378.0,-0.15349,0.90973,-0.19987,-0.13703,19.255,3.88499717247538,-0.087269,-0.13703,-0.19987,-0.24377,-0.15349,-0.73968,-0.7315,3.3172,0.75249,-0.056139,191.07,1.9271,1.4593,-0.13133,1.522,1.1994,0.15014,-0.09004,0.060324,-0.65282,-0.059832,81.543,62.287,-2.5975,0.15277,17.509,-0.11841,-0.081182,0.34212,0.83237,0.51892,-0.15912,0.24069,-947.29,-0.090159,2.0136,1.0539,-2.5126,18.956,5.8599,208.3,1.7523,2.3382,test,1,Attr26. Attr27. Attr34
0.059616,0.71004,-0.10569,0.76199,-71.053,-0.11893,0.060608,0.40836,1.2527,0.28996,0.10831,0.13649,0.09714,0.060608,2129.8,0.17138,1.4084,0.060608,0.048382,31.654,1.179,0.098038,0.04759,0.056973,-0.059312,0.16998,2.0554,-0.15975,4.86,0.56229,0.084805,138.87,2.6284,1.6438,0.085539,1.2527,0.92955,0.5371,0.068283,0.021687,0.14875,0.078261,95.785,64.131,0.54875,0.51734,33.974,0.036959,0.029503,0.47655,0.44406,0.38046,0.43824,0.81178,-7656.2,0.068283,0.2056,0.95319,0.85235,11.531,5.6915,129.39,2.821,1.8934,test,0,Attr26. Attr27. Attr34
-0.067807,0.31852,0.048611,1.17,-48.292,0.23426,-0.080156,1.9717,0.87242,0.62805,-0.080156,-0.28039,-0.025197,-0.080156,-6028.7,-0.060544,3.1395,-0.080156,-0.10473,74.848,0.42547,-0.10371,-0.088595,0.29662,0.62805,-0.021774,-1.1821,0.073042,5.5008,0.41494,-0.10473,118.94,3.0688,-0.32558,-0.10371,0.85075,5.4375,0.6607,-0.1355,0.0074427,-0.24448,-0.1355,158.5,83.652,-0.43204,0.62103,65.299,-0.16458,-0.21503,1.0501,0.28587,0.32586,0.9437,0.99276,15399.0,-0.14624,-0.10797,1.1462,0.051987,4.8765,4.3633,136.33,2.6773,1.15,test,0,Attr26. Attr27. Attr34
-0.001063,0.72725,-0.21533,0.4835,-132.07,-0.001063,0.000743,0.26088,1.0009,0.18973,0.000743,0.001783,0.10664,0.000743,2932.7,0.12446,1.375,0.000743,0.000876,24.994,0.95618,0.040501,-0.001253,0.000743,0.18973,0.12198,1107.8963143091858,-0.2697,4.1734,0.85072,0.000876,179.45,2.0339,0.055691,0.040501,0.89594,0.46226,0.50006,0.047718,0.02373,0.18354,0.047718,82.432,57.438,-0.018295,0.3441,25.017,-0.049269,-0.058048,0.27718,0.41691,0.49166,0.23763,0.62631,-3209.9,0.00092,-0.005604,0.99908,1.6357,14.604,6.3547,179.29,2.0358,1.063,test,1,Attr27
0.12141,0.068336,0.8997,19.279,157.65,0.0,0.16061,13.634,2.147,0.93168,0.19308,3.263,0.082457,0.16061,140.89,2.5906,14.634,0.16061,0.074807,0.5427,0.99398,0.18428,0.056551,0.60404,0.90927,2.017,5.6746,17.659,3.6497,-0.339,0.075418,9.2203,40.515,29.182,0.19847,2.1872,105.08536259698622,0.93168,0.092444,16.794,0.011349,0.085835,20.799,20.256,38.034,16.858,0.58428,0.16786,0.078184,13.886,0.04922,0.024682,18.286,18.286,4016.3,0.092446,0.13031,0.91172,0.0,672.56,18.019,8.3679,43.619,42.139,test,1,Attr26. Attr27. Attr34
-0.051968,0.55254,0.14715,2.1698,12.748,-0.051968,-0.034361,0.66983,0.94694,0.37011,-0.034361,-0.27316,0.020928,-0.034361,6875.9,0.053084,1.8098,-0.034361,-0.024518,25.185,0.72732,-0.04359,-0.03708,-0.034361,0.37011,0.02122,1107.8963143091858,0.20239,4.9622,0.37641,-0.024518,31.023,11.766,-0.078891,-0.04359,1.478,0.41299,0.79685,-0.031103,0.20113,0.90366,-0.031103,64.496,39.31,-0.53739,1.4011,23.849,-0.10728,-0.076549,0.49398,0.12579,0.084993,0.50905,1.096,13488.0,-0.056037,-0.14041,1.056,1.153,14.493,9.2851,32.761,11.141,1.9276,test,1,Attr27
0.0023794,0.47088,0.016852,1.0442,-17.359,0.14899,0.0049544,0.86463,1.0306,0.40713,0.0049544,0.013005,0.016143,0.0049544,3926.0,0.09297,2.1237,0.0049544,0.001827,18.223,1.0596,0.091947,0.00087745,0.19156,0.40713,0.087501,0.34945,0.027986,5.0786,0.16738,0.001827,52.849,6.9065,0.19527,0.091947,2.7321,2.9192,0.49704,0.033907,0.06154,0.11838,0.033907,50.391,32.168,0.017575,0.68885,18.781,0.053124,0.01959,0.84487,0.38098,0.14479,0.67611,0.8254,2019.7,0.029701,0.0058443,0.9703,0.22081,20.029,11.347,51.279,7.1179,4.5033,test,0,Attr26. Attr27. Attr34
0.017545,0.48866,0.38359,1.785,-12.285,0.017545,0.021833,0.9966,1.0062,0.487,0.021833,0.04468,0.010294,0.021833,4403.0,0.082898,2.0464,0.021833,0.0055482,47.484,0.91938,0.042355,0.0044584,0.021833,0.487,0.074122,1107.8963143091858,3.0025,3.8057,0.11695,0.0055482,45.605,8.0035,0.086675,0.042355,3.9581,105.08536259698622,0.487,0.010763,0.067297,0.26324,0.010763,77.852,30.368,0.034271,0.73733,47.778,0.023679,0.0060172,1.785,0.48866,0.12494,3.812,3.812,2452.4,0.0061595,0.036026,0.99384,0.0,7.6868,12.019,45.324,8.0531,30.803,test,1,Attr27
0.37217,1.3479,-0.44531,0.63713,-155.36,-1.0082,0.44381,-0.25813,0.38961,-0.34794,0.44431,0.36165,1.2415,0.44381,1017.1,0.35886,0.74187,0.44381,1.1391,124.07,3.88499717247538,0.4394,0.95525,0.44381,-0.37806,0.30572,866.25,-2.0415,2.7999,2.1916,1.1404,371.51,1.1235,1.0228,-0.81606,1.823,105.08536259698622,-0.34794,-2.0946,0.40259,0.093741,1.1278,269.63,145.56,2.8102,0.51051,35.062,0.39949,1.0253,0.58005,1.2272,0.8901,-1.5951,-1.5951,-280.93,-2.0946,-1.0697,0.75628,0.0,2.9418,2.5075,1149.7,0.31748,1.7861,test,1,Attr26. Attr27. Attr34
0.30423,0.32084,0.34588,2.0781,24.391,0.0,0.37694,2.1169,4.5324,0.67916,0.42608,1.1749,0.10534,0.37694,245.28,1.4881,3.1169,0.37694,0.083165,0.87422,3.88499717247538,0.42608,0.067123,0.37694,0.47411,1.2615,8.6714,1.0378,2.3871,0.075641,0.092675,27.8,13.129,13.129,0.32005,4.5324,105.08536259698622,0.67916,0.070614,0.10731,0.02031,0.094006,50.918,50.044,28.025,2.0442,0.94064,0.32558,0.071835,2.0781,0.32084,0.076165,2.0378,2.0378,84.337,0.070614,0.44795,0.92379,0.0,417.52,7.2936,25.837,14.127,13.599,test,0,Attr26. Attr27. Attr34
0.017855,0.80803,-0.091746,0.85604,-66.516,0.017855,0.027074,0.22606,1.028,0.18266,0.027074,0.042482,0.091833,0.027074,1955.2,0.18669,1.2376,0.027074,0.016482,39.571,1.0992,0.050445,0.010869,0.027074,0.18266,0.17528,1107.8963143091858,-0.20189,4.0481,0.48897,0.016482,145.58,2.5072,0.062429,0.050445,1.6599,2.1524,0.35339,0.03071,0.011536,0.15248,0.03071,119.59,80.02,0.10026,0.5766,40.681,-0.07333,-0.044641,0.67517,0.63731,0.39885,0.40195,0.77764,-1024.9,0.027265,0.097747,0.97273,0.93467,9.2238,4.5614,141.61,2.5775,3.6147,test,1,Attr27
0.067638,0.37644,0.42602,2.133,-17.899,0.0,0.067638,1.6565,2.8098,0.62356,0.070576,0.17988,0.024072,0.067638,2031.4,0.17968,2.6565,0.067638,0.024072,72.626,0.97745,0.093804,0.024072,0.16246,0.55954,0.17968,31.926,2.152,3.4947,0.10323,0.02432,90.917,7.3049,7.2967,0.10011,2.8409,105.08536259698622,0.62356,0.035629,0.23906,0.13377,0.033384,92.509,19.883,0.12098,0.64612,74.292,0.0,0.0,2.1306,0.37602,0.24909,3.1499,3.1499,1330.9,0.46275,0.10847,0.9679,0.0,5.0258,18.357,48.845,7.4726,14.194,test,0,Attr26. Attr27. Attr34
-0.038865,0.45868,-0.30287,0.20711,2020.1,0.0,-0.038865,1.1802,0.93176,0.54132,-0.0048957,-0.10175,-0.011707,-0.038865,-15349.0,-0.023781,2.1802,-0.038865,-0.041712,12.96,3.88499717247538,-0.0054672,-0.041712,-0.038865,0.52625,-0.023781,-0.16094,-0.32889,2.8041,0.48682,-0.020687,133.27,2.757,2.296,-0.11443,0.93176,105.08536259698622,0.54132,-0.12282,0.013289,0.67981,-0.0058676,29.003,16.043,-1.1747,0.1205,11.466,-0.033425,-0.035873,0.17248,0.38198,0.36271,0.58783,0.58783,-192.89,-0.12282,-0.071797,1.1667,0.0,28.163,22.751,149.64,2.4393,1.0118,test,0,Attr26. Attr27. Attr34
0.17232,0.67991,-0.32311,0.41238,-102.86,0.13544,0.22249,0.45979,1.1633,0.31262,0.22249,0.40462,0.15917,0.22249,871.33,0.4189,1.4708,0.22249,0.12434,4.1681,1.2925,0.23303,0.096303,0.17654,0.31262,0.34511,1.515,-0.41786,5.0711,0.37512,0.12434,130.48,2.7973,0.34273,0.23303,1.8189,1.5865,0.44266,0.13023,0.15788,0.075683,0.13023,28.546,24.378,8.4333,0.37522,4.8488,0.1707,0.095398,0.33351,0.54987,0.35749,0.40429,0.57247,-38059.0,0.14039,0.55122,0.85961,0.41599,87.57,14.973,112.16,3.2542,2.3141,test,0,Attr26. Attr27. Attr34
0.0053995,0.66049,-0.059153,0.89729,-104.57,0.0053995,0.033702,0.42955,1.0078,0.28372,0.033702,0.05852,0.13189,0.033702,2776.1,0.13148,1.514,0.033702,0.051185,63.564,0.68489,0.020827,0.0082005,0.033702,0.28372,0.088629,1107.8963143091858,-0.12241,5.6833,0.98333,0.051185,321.75,1.1344,0.031533,0.020827,0.73719,4.7538,0.3683,0.031631,0.023534,0.29358,0.031631,278.95,215.38,0.04709,0.69819,64.06,-0.032312,-0.049074,0.78238,0.57591,0.88149,0.58711,0.76214,-28526.0,0.007748,0.019031,0.99225,0.29813,5.7423,1.6946,319.25,1.1433,1.3625,test,1,Attr27
-0.096162,0.91286,-0.075117,0.76019,-45.873,-0.11151,-0.096162,0.095455,1.1058,0.087137,-0.078637,-0.30699,-0.070299,-0.096162,-4286.1,-0.085159,1.0955,-0.096162,-0.086959,26.425,0.95418,-0.078637,-0.086959,-0.16881,0.067066,-0.085159,-4.4872,-0.098594,2.4266,0.82473,-0.071112,92.713,3.9475,1.3545,-0.12739,1.1579,105.08536259698622,0.087137,-0.1152,0.0028691,-0.50535,-0.071112,78.3,51.874,-1.2011,0.25846,23.633,-0.09706,-0.087772,0.26085,0.31324,0.25332,0.11437,0.11437,-20.06,-0.11517,-1.1036,1.0679,0.0,13.812,7.0362,103.39,3.5303,1.4514,test,1,Attr26. Attr27. Attr34
